ficha,concepto,calidad_ficha,mejor_similitud,similitud_promedio,fuente,tipo_fuente,ubicacion,pagina_o_bloque,similitud,detalle_similitud,cita_textual,fragmento_id,ruta_fuente,ubicaciones_agrupadas,observacion
1,administración estratégica,alta,0.3636,0.2865,Robbins y Coulter - Administracion - 13a ed - 2018.pdf,pdf,p. 332,332,0.3636,tfidf=0.2836; bonus=0.0800,"La administración estratégica es lo que hacen los gerentes para desarrollar las estrategias de sus organizaciones. Las estrategias son los planes que determinan cómo logrará la organización su propósito comercial, cómo competirá con éxito y cómo atraerá y brindará satisfacción a sus clien­ tes para alcanzar sus metas.",Robbins_y_Coulter___Administracion___13a_ed___2018_a7ebf6903d_b0332_f002,C:\Users\delaCruz\Documents\AulaTeX-Academico\ITESCA\maestria-en-gestion-administrativa\fundamentos-de-gestion-administrativa-mga\referencias-fundamentos-de-gestion-administrativa\libros--fundamentos-de-gestion-administrativa\Robbins y Coulter - Administracion - 13a ed - 2018.pdf,"Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 20; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 313; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 314; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 315; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 329; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 332",La ficha presenta una coincidencia fuerte con el concepto buscado. Se agruparon varias referencias dentro de la misma fuente.
1,administración estratégica,alta,0.3636,0.2865,Robbins y Coulter - Administracion - 13a ed - 2018.pdf,pdf,p. 315,315,0.3088,tfidf=0.2288; bonus=0.0800,"Capítulo 9  Administración estratégica    279 ¿Por qué es importante la administración estratégica? Marvel Entertainment, LLC, hogar de Spider Man, Capitán América y otros personajes icónicos, es desde hace mucho tiempo la compañía de cómics más grande del mundo.",Robbins_y_Coulter___Administracion___13a_ed___2018_a7ebf6903d_b0315_f001,C:\Users\delaCruz\Documents\AulaTeX-Academico\ITESCA\maestria-en-gestion-administrativa\fundamentos-de-gestion-administrativa-mga\referencias-fundamentos-de-gestion-administrativa\libros--fundamentos-de-gestion-administrativa\Robbins y Coulter - Administracion - 13a ed - 2018.pdf,"Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 20; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 313; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 314; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 315; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 329; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 332",La ficha presenta una coincidencia fuerte con el concepto buscado. Se agruparon varias referencias dentro de la misma fuente.
1,administración estratégica,alta,0.3636,0.2865,Robbins y Coulter - Administracion - 13a ed - 2018.pdf,pdf,p. 20,20,0.308,tfidf=0.2280; bonus=0.0800,¿Qué es la administración estratégica? 278 ¿Por qué es importante la administración estratégica?,Robbins_y_Coulter___Administracion___13a_ed___2018_a7ebf6903d_b0020_f002,C:\Users\delaCruz\Documents\AulaTeX-Academico\ITESCA\maestria-en-gestion-administrativa\fundamentos-de-gestion-administrativa-mga\referencias-fundamentos-de-gestion-administrativa\libros--fundamentos-de-gestion-administrativa\Robbins y Coulter - Administracion - 13a ed - 2018.pdf,"Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 20; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 313; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 314; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 315; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 329; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 332",La ficha presenta una coincidencia fuerte con el concepto buscado. Se agruparon varias referencias dentro de la misma fuente.
1,administración estratégica,alta,0.3636,0.2865,Robbins y Coulter - Administracion - 13a ed - 2018.pdf,pdf,p. 313,313,0.3026,tfidf=0.2226; bonus=0.0800,Objetivos de aprendizaje ● HABILIDADES ADQUIRIDAS 9.1 Definir la administración estratégica y explicar por qué es importante. 9.2 Explicar qué hacen los gerentes en cada uno de los seis pasos que conforman el proceso de administración estratégica. ● ●Sepa cómo identificar sus propias fortalezas y debilidades personales y cómo manejarlas. ● ●Desarrolle sus habilidades para la planeación estratégica.,Robbins_y_Coulter___Administracion___13a_ed___2018_a7ebf6903d_b0313_f001,C:\Users\delaCruz\Documents\AulaTeX-Academico\ITESCA\maestria-en-gestion-administrativa\fundamentos-de-gestion-administrativa-mga\referencias-fundamentos-de-gestion-administrativa\libros--fundamentos-de-gestion-administrativa\Robbins y Coulter - Administracion - 13a ed - 2018.pdf,"Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 20; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 313; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 314; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 315; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 329; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 332",La ficha presenta una coincidencia fuerte con el concepto buscado. Se agruparon varias referencias dentro de la misma fuente.
1,administración estratégica,alta,0.3636,0.2865,Robbins y Coulter - Administracion - 13a ed - 2018.pdf,pdf,p. 315,315,0.2713,tfidf=0.1913; bonus=0.0800,"Los gerentes afrontan esta incertidumbre utilizando el proceso de administración estratégica para examinar los factores relevantes y decidir qué medidas deben tomar. Por ejemplo, cuando los ejecutivos de negocios de una amplia gama de industrias tuvieron que hacer frente a la recesión global, se enfocaron en flexibilizar sus estrategias.",Robbins_y_Coulter___Administracion___13a_ed___2018_a7ebf6903d_b0315_f003,C:\Users\delaCruz\Documents\AulaTeX-Academico\ITESCA\maestria-en-gestion-administrativa\fundamentos-de-gestion-administrativa-mga\referencias-fundamentos-de-gestion-administrativa\libros--fundamentos-de-gestion-administrativa\Robbins y Coulter - Administracion - 13a ed - 2018.pdf,"Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 20; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 313; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 314; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 315; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 329; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 332",La ficha presenta una coincidencia fuerte con el concepto buscado. Se agruparon varias referencias dentro de la misma fuente.
1,administración estratégica,alta,0.3636,0.2865,Robbins y Coulter - Administracion - 13a ed - 2018.pdf,pdf,p. 329,329,0.2598,tfidf=0.1798; bonus=0.0800,"Capítulo 9  Administración estratégica    293 zacional; crear y mantener las relaciones organizacionales; replantear las perspectivas imperantes, formulando preguntas perspicaces y cuestionando las presuposiciones; hacer hincapié en que las decisiones y prácticas de la organización sean éticas; y establecer controles organizacionales con el equilibrio adecuado. Cada una de estas dimensiones representa una parte importante del proce­ so de administración estratégica.",Robbins_y_Coulter___Administracion___13a_ed___2018_a7ebf6903d_b0329_f001,C:\Users\delaCruz\Documents\AulaTeX-Academico\ITESCA\maestria-en-gestion-administrativa\fundamentos-de-gestion-administrativa-mga\referencias-fundamentos-de-gestion-administrativa\libros--fundamentos-de-gestion-administrativa\Robbins y Coulter - Administracion - 13a ed - 2018.pdf,"Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 20; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 313; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 314; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 315; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 329; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 332",La ficha presenta una coincidencia fuerte con el concepto buscado. Se agruparon varias referencias dentro de la misma fuente.
1,administración estratégica,alta,0.3636,0.2865,Robbins y Coulter - Administracion - 13a ed - 2018.pdf,pdf,p. 314,314,0.2507,tfidf=0.1707; bonus=0.0800,"A las diferentes estrategias y distintas capacidades competitivas de ambas empresas.3 Apple se ha destacado por administrar sus estrategias con eficacia, mientras que Blackberry ha sufrido precisamente por no saber ma­ nejar las suyas. La administración estratégica es lo que hacen los gerentes para desarrollar las estra­ tegias de sus organizaciones. Se trata de una tarea importante en la que están involucradas todas las funciones gerenciales básicas: planeación, organización, dirección y control. ¿Qué son las estrategias de la organización?",Robbins_y_Coulter___Administracion___13a_ed___2018_a7ebf6903d_b0314_f004,C:\Users\delaCruz\Documents\AulaTeX-Academico\ITESCA\maestria-en-gestion-administrativa\fundamentos-de-gestion-administrativa-mga\referencias-fundamentos-de-gestion-administrativa\libros--fundamentos-de-gestion-administrativa\Robbins y Coulter - Administracion - 13a ed - 2018.pdf,"Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 20; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 313; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 314; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 315; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 329; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 332",La ficha presenta una coincidencia fuerte con el concepto buscado. Se agruparon varias referencias dentro de la misma fuente.
1,administración estratégica,alta,0.3636,0.2865,Robbins y Coulter - Administracion - 13a ed - 2018.pdf,pdf,p. 315,315,0.2275,tfidf=0.1475; bonus=0.0800,"Por ejemplo, con más de 2.1 millones de empleados a nivel mundial trabajando en sus distintos de­ partamentos, áreas funcionales y puntos de venta, Walmart Stores, Inc. utiliza la administración estratégica para coordinar y enfocar el trabajo de la fuerza laboral en aquello que, de acuerdo con las metas corporativas, tiene mayor relevancia. Hoy en día, tanto las organizaciones comerciales como las compañías sin fines de lucro utili­ zan la administración estratégica.",Robbins_y_Coulter___Administracion___13a_ed___2018_a7ebf6903d_b0315_f004,C:\Users\delaCruz\Documents\AulaTeX-Academico\ITESCA\maestria-en-gestion-administrativa\fundamentos-de-gestion-administrativa-mga\referencias-fundamentos-de-gestion-administrativa\libros--fundamentos-de-gestion-administrativa\Robbins y Coulter - Administracion - 13a ed - 2018.pdf,"Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 20; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 313; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 314; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 315; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 329; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 332",La ficha presenta una coincidencia fuerte con el concepto buscado. Se agruparon varias referencias dentro de la misma fuente.
2,agencia anarquías,baja,0.1142,0.0745,Robbins y Coulter - Administracion - 13a ed - 2018.pdf,pdf,p. 361,361,0.1142,tfidf=0.1042; bonus=0.0100,"El emprendedor querrá también conservar a los empleados que ha contratado y capacitado. Scott Sig- nore, fundador y director general de Matter Communications, una agencia de relaciones públicas ubicada en Newburyport, Massachusetts, conoce la importancia de contar con buenos empleados y conservarlos. Signore afirma que “es necesario dar crédito a todos los miembros de nuestro equipo por adoptar la cultura saludable, vigorosa y divertida que nos distingue como agencia de RP”.42 Por ejemplo, una de las prestaciones que reciben son los “Viernes de verano”, que incluye un barril de cerveza en la cocina y la salida temprano del trabajo.",Robbins_y_Coulter___Administracion___13a_ed___2018_a7ebf6903d_b0361_f001,C:\Users\delaCruz\Documents\AulaTeX-Academico\ITESCA\maestria-en-gestion-administrativa\fundamentos-de-gestion-administrativa-mga\referencias-fundamentos-de-gestion-administrativa\libros--fundamentos-de-gestion-administrativa\Robbins y Coulter - Administracion - 13a ed - 2018.pdf,"Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 128; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 265; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 361; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 522; Robbins y Judge - Comportamiento organizacional - 17a ed - 2017.pdf, p. 133; Robbins y Judge - Comportamiento organizacional - 17a ed - 2017.pdf, p. 543; Robbins y Judge - Comportamiento organizacional - 17a ed - 2017.pdf, p. 634",La ficha presenta coincidencias débiles; se recomienda validar manualmente las citas. Se agruparon referencias de múltiples fuentes para enriquecer el concepto. Hay 6 referencia(s) de baja similitud que podrían introducir ruido.
2,agencia anarquías,baja,0.1142,0.0745,Robbins y Coulter - Administracion - 13a ed - 2018.pdf,pdf,p. 265,265,0.1103,tfidf=0.1003; bonus=0.0100,"Como gerente de sucursal de una agencia nacional que contrata empleados temporales, Katie debe lograr que su equipo mantenga sus bases de datos llenas de candidatos de alta calidad con la finalidad de garantizar que la agencia pueda proporcionar rápidamente empleados a los clientes que se lo solicitan sin mucha antelación. En la última reunión de personal, el equipo de Katie presenta una gran cantidad de ideas creativas sobre formas de reclutar nuevos candidatos.",Robbins_y_Coulter___Administracion___13a_ed___2018_a7ebf6903d_b0265_f003,C:\Users\delaCruz\Documents\AulaTeX-Academico\ITESCA\maestria-en-gestion-administrativa\fundamentos-de-gestion-administrativa-mga\referencias-fundamentos-de-gestion-administrativa\libros--fundamentos-de-gestion-administrativa\Robbins y Coulter - Administracion - 13a ed - 2018.pdf,"Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 128; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 265; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 361; Robbins y Coulter - Administracion - 13a ed - 2018.pdf, p. 522; Robbins y Judge - Comportamiento organizacional - 17a ed - 2017.pdf, p. 133; Robbins y Judge - Comportamiento organizacional - 17a ed - 2017.pdf, p. 543; Robbins y Judge - Comportamiento organizacional - 17a ed - 2017.pdf, p. 634",La ficha presenta coincidencias débiles; se recomienda validar manualmente las citas. Se agruparon referencias de múltiples fuentes para enriquecer el concepto. Hay 6 referencia(s) de baja similitud que podrían introducir ruido.
